accuracy,loss,val_accuracy,val_loss,time
0.3296178877353668,1.8921902179718018,0.42908889055252075,1.4903194904327393,20250614_003851
0.435821533203125,1.4669612646102905,0.480913907289505,1.3767057657241821,20250614_003851
0.47135046124458313,1.3856050968170166,0.46001672744750977,1.3830761909484863,20250614_003851
0.4929116368293762,1.3310017585754395,0.49108386039733887,1.309385061264038,20250614_003851
0.5135323405265808,1.2869700193405151,0.5093340873718262,1.3028370141983032,20250614_003851
0.521439254283905,1.2625904083251953,0.5295346975326538,1.2474919557571411,20250614_003851
0.5326901078224182,1.2351844310760498,0.5334355235099792,1.2428010702133179,20250614_003851
0.5403183698654175,1.2096656560897827,0.5557258129119873,1.1661312580108643,20250614_003851
0.5494095683097839,1.1870890855789185,0.4760378897190094,1.3827097415924072,20250614_003851
0.5594412684440613,1.1679235696792603,0.5689607262611389,1.1426841020584106,20250614_003851
0.5625065565109253,1.1486164331436157,0.5738367438316345,1.1279188394546509,20250614_003851
0.5801316499710083,1.1164823770523071,0.5806631445884705,1.1099549531936646,20250614_003851
0.5876554250717163,1.0999690294265747,0.5803844928741455,1.1275731325149536,20250614_003851
0.5909993648529053,1.0802843570709229,0.5500139594078064,1.195500135421753,20250614_003851
0.5974781513214111,1.0715148448944092,0.5401225686073303,1.2365425825119019,20250614_003851
0.6048277616500854,1.0471110343933105,0.5969629287719727,1.0874580144882202,20250614_003851
0.6115155816078186,1.0316499471664429,0.5720256567001343,1.1392242908477783,20250614_003851
0.6176808476448059,1.0211306810379028,0.5713290572166443,1.1528512239456177,20250614_003851
0.6244034767150879,1.0059280395507812,0.5653385519981384,1.1723614931106567,20250614_003851
0.6270507574081421,0.9924479722976685,0.5812203884124756,1.1509653329849243,20250614_003851
0.6280957460403442,0.9783923625946045,0.5951518416404724,1.0903586149215698,20250614_003851
0.6384409070014954,0.9664437174797058,0.5852605104446411,1.1328643560409546,20250614_003851
0.6341217160224915,0.9663670659065247,0.5959877371788025,1.1254693269729614,20250614_003851
0.6390678882598877,0.9559723734855652,0.577458918094635,1.130472183227539,20250614_003851
0.6461388468742371,0.939576268196106,0.6062970161437988,1.0768001079559326,20250614_003851
0.6526873111724854,0.924638569355011,0.6023961901664734,1.1149216890335083,20250614_003851
0.6503187417984009,0.9299200773239136,0.5938979983329773,1.1212949752807617,20250614_003851
0.656100869178772,0.9161539077758789,0.6019782423973083,1.096329689025879,20250614_003851
0.6609077453613281,0.9081168174743652,0.5880467891693115,1.1533418893814087,20250614_003851
0.6656797528266907,0.8945013880729675,0.5833101272583008,1.163761019706726,20250614_003851
0.6699292659759521,0.8782914280891418,0.5993313193321228,1.1030696630477905,20250614_003851
0.67275071144104,0.8704017400741577,0.5940373539924622,1.1575459241867065,20250614_003851
0.67275071144104,0.8700014352798462,0.6043466329574585,1.0958036184310913,20250614_003851
0.6765474081039429,0.8615664839744568,0.6157703995704651,1.0722556114196777,20250614_003851
0.6756417751312256,0.8596422076225281,0.6129841208457947,1.074867606163025,20250614_003851
0.6841408610343933,0.8450981974601746,0.6161883473396301,1.0702208280563354,20250614_003851
0.6897488832473755,0.834247887134552,0.5983560681343079,1.1116902828216553,20250614_003851
0.6847678422927856,0.8442918658256531,0.6104764342308044,1.10248601436615,20250614_003851
0.6908634901046753,0.8242978453636169,0.6115909814834595,1.106792688369751,20250614_003851
0.6953568458557129,0.8170537352561951,0.6081081032752991,1.1080020666122437,20250614_003851
0.6958445310592651,0.8126869797706604,0.6046252250671387,1.1308695077896118,20250614_003851
0.6944164037704468,0.8115727305412292,0.6147952079772949,1.094388723373413,20250614_003851
0.6970984935760498,0.800681471824646,0.6108943819999695,1.1243388652801514,20250614_003851
0.6970288157463074,0.8100758194923401,0.6189746260643005,1.080987572669983,20250614_003851
0.7048660516738892,0.7973957061767578,0.5703538656234741,1.274770736694336,20250614_003851
0.6988052725791931,0.8034385442733765,0.6044859290122986,1.1166677474975586,20250614_003851
0.7079313397407532,0.7800934314727783,0.6071329116821289,1.1370621919631958,20250614_003851
0.7087324261665344,0.7769010066986084,0.584006667137146,1.1749763488769531,20250614_003851
0.7126336693763733,0.7689337730407715,0.6132627725601196,1.1217886209487915,20250614_003851
0.7161865830421448,0.7617514729499817,0.6167455911636353,1.1055132150650024,20250614_003851
0.7108572125434875,0.7720776200294495,0.6086653470993042,1.1232326030731201,20250614_003851
0.7118673324584961,0.7742184996604919,0.6060183644294739,1.1298731565475464,20250614_003851
0.7130864858627319,0.7643499374389648,0.6195319294929504,1.085719347000122,20250614_003851
0.719530463218689,0.7517419457435608,0.6244078874588013,1.0906157493591309,20250614_003851
0.7217248678207397,0.7417318820953369,0.6095012426376343,1.1163148880004883,20250614_003851
0.7191821336746216,0.7550085783004761,0.6157703995704651,1.1133936643600464,20250614_003851
0.7239193320274353,0.7344639301300049,0.6170242428779602,1.0897243022918701,20250614_003851
0.7224563956260681,0.7418248057365417,0.6132627725601196,1.1167370080947876,20250614_003851
0.7269845604896545,0.7301772832870483,0.6118695735931396,1.1405044794082642,20250614_003851
0.727054238319397,0.7329464554786682,0.5445806384086609,1.3364150524139404,20250614_003851
0.7242676615715027,0.7428542375564575,0.6206464171409607,1.0929876565933228,20250614_003851
0.7336375117301941,0.7138530611991882,0.6230147480964661,1.0981590747833252,20250614_003851
0.733776867389679,0.7079116106033325,0.6182780861854553,1.1223214864730835,20250614_003851
0.7331498861312866,0.7149954438209534,0.607968807220459,1.1345592737197876,20250614_003851
0.7299801707267761,0.7239151000976562,0.6206464171409607,1.0994983911514282,20250614_003851
0.7322442531585693,0.7194279432296753,0.5932014584541321,1.1537998914718628,20250614_003851
0.7372949123382568,0.6988935470581055,0.6182780861854553,1.1076403856277466,20250614_003851
0.7389668822288513,0.6975788474082947,0.6090832948684692,1.151154637336731,20250614_003851
0.7430074214935303,0.6922587156295776,0.6205071210861206,1.117956519126892,20250614_003851
0.738061249256134,0.6970096230506897,0.6174421906471252,1.1225632429122925,20250614_003851
0.743704080581665,0.6857686638832092,0.6174421906471252,1.1354482173919678,20250614_003851
0.7443658709526062,0.682455837726593,0.6111730337142944,1.1582809686660767,20250614_003851
0.7437388896942139,0.6882336139678955,0.6178601384162903,1.1230279207229614,20250614_003851
