accuracy,loss,val_accuracy,val_loss,time
0.34466543793678284,1.8471240997314453,0.41362497210502625,1.5205039978027344,20250613_200302
0.43961822986602783,1.4629168510437012,0.453468918800354,1.4124820232391357,20250613_200302
0.4650806486606598,1.3918468952178955,0.4878796339035034,1.3516112565994263,20250613_200302
0.4812428057193756,1.3476811647415161,0.5043187737464905,1.2790865898132324,20250613_200302
0.5010972023010254,1.3076252937316895,0.507940948009491,1.3033230304718018,20250613_200302
0.5110244154930115,1.2825971841812134,0.4765951633453369,1.5715030431747437,20250613_200302
0.5230415463447571,1.249733805656433,0.5204792618751526,1.2580347061157227,20250613_200302
0.5339092016220093,1.2196184396743774,0.53886878490448,1.2163183689117432,20250613_200302
0.5468668341636658,1.185240387916565,0.5217330455780029,1.246102213859558,20250613_200302
0.5573165416717529,1.1597908735275269,0.49679577350616455,1.2956030368804932,20250613_200302
0.560799777507782,1.1526899337768555,0.5518250465393066,1.1935995817184448,20250613_200302
0.5782855749130249,1.1060059070587158,0.48411813378334045,1.371898889541626,20250613_200302
0.5802710056304932,1.1072155237197876,0.5413764119148254,1.2142021656036377,20250613_200302
0.6008569002151489,1.0547128915786743,0.5569796562194824,1.1887494325637817,20250613_200302
0.6106447577476501,1.032076358795166,0.523683488368988,1.2606098651885986,20250613_200302
0.6101570725440979,1.0350089073181152,0.5431874990463257,1.2722631692886353,20250613_200302
0.6246125102043152,0.9928318858146667,0.5521036386489868,1.2297743558883667,20250613_200302
0.6351318359375,0.9726607799530029,0.5477849245071411,1.2222845554351807,20250613_200302
0.6392420530319214,0.9606392979621887,0.43062135577201843,1.836776614189148,20250613_200302
0.6476714611053467,0.939966082572937,0.5452772378921509,1.232093095779419,20250613_200302
0.6439443826675415,0.9498485922813416,0.5573976039886475,1.1892675161361694,20250613_200302
0.6629279851913452,0.8956713676452637,0.5398439764976501,1.3758379220962524,20250613_200302
0.6645651459693909,0.896079421043396,0.5256338715553284,1.4816726446151733,20250613_200302
0.6691977977752686,0.8844839930534363,0.5603232383728027,1.2073874473571777,20250613_200302
0.6832004189491272,0.8508887887001038,0.5005572438240051,1.4821616411209106,20250613_200302
0.6763732433319092,0.8596090078353882,0.5512677431106567,1.302539587020874,20250613_200302
0.6915252804756165,0.8298944234848022,0.5107272267341614,1.7438569068908691,20250613_200302
0.6936849355697632,0.8100791573524475,0.562134325504303,1.302223563194275,20250613_200302
0.6938939094543457,0.8146266341209412,0.4937308430671692,2.20302152633667,20250613_200302
0.7016963362693787,0.7957108616828918,0.5518250465393066,1.4079645872116089,20250613_200302
0.700442373752594,0.7957636117935181,0.5593479871749878,1.2864811420440674,20250613_200302
0.7102651000022888,0.7724054455757141,0.5654778480529785,1.2275221347808838,20250613_200302
0.7158382534980774,0.766589343547821,0.5468096733093262,1.4133692979812622,20250613_200302
0.7166742086410522,0.752501368522644,0.5498746037483215,1.496652603149414,20250613_200302
0.7172315120697021,0.7558412551879883,0.5707718133926392,1.2139722108840942,20250613_200302
0.7207496166229248,0.7408239245414734,0.5672889351844788,1.3219616413116455,20250613_200302
0.7200180888175964,0.7449498176574707,0.5582334995269775,1.3262711763381958,20250613_200302
0.7287610173225403,0.726127028465271,0.5703538656234741,1.2521998882293701,20250613_200302
0.7254171371459961,0.7305293679237366,0.5625522136688232,1.294498085975647,20250613_200302
0.7321397662162781,0.7170567512512207,0.5728614926338196,1.2738381624221802,20250613_200302
0.7411264777183533,0.7039496898651123,0.5320423245429993,1.4757940769195557,20250613_200302
0.73955899477005,0.7040395736694336,0.5249373316764832,1.5455188751220703,20250613_200302
0.7434602379798889,0.6868990063667297,0.5449985861778259,1.429078221321106,20250613_200302
0.7409871220588684,0.6944540739059448,0.5730008482933044,1.2196186780929565,20250613_200302
0.7457939982414246,0.6780194044113159,0.5762050747871399,1.2742840051651,20250613_200302
0.7562437057495117,0.6577005982398987,0.5429089069366455,1.4391568899154663,20250613_200302
0.7437737584114075,0.6833674907684326,0.5619949698448181,1.3058555126190186,20250613_200302
0.7566268444061279,0.6517366170883179,0.5631095170974731,1.3128662109375,20250613_200302
0.7507401704788208,0.6676318645477295,0.5823349356651306,1.218351125717163,20250613_200302
0.7581942677497864,0.649071991443634,0.5766230225563049,1.2715762853622437,20250613_200302
0.7576718330383301,0.6596323847770691,0.577458918094635,1.2459217309951782,20250613_200302
0.7698979377746582,0.6218745708465576,0.5816383361816406,1.2539130449295044,20250613_200302
0.7664147019386292,0.6275857090950012,0.5756478309631348,1.3150542974472046,20250613_200302
0.7573931813240051,0.6563223600387573,0.5696572661399841,1.2541711330413818,20250613_200302
0.7664147019386292,0.6282491087913513,0.5533574819564819,1.3261785507202148,20250613_200302
0.7762025594711304,0.6068849563598633,0.5727221965789795,1.2748476266860962,20250613_200302
0.7720575332641602,0.6117367744445801,0.5777375102043152,1.2546566724777222,20250613_200302
0.7787801623344421,0.5962351560592651,0.5710504055023193,1.3408747911453247,20250613_200302
0.7747048139572144,0.6085688471794128,0.5775982141494751,1.2569913864135742,20250613_200302
0.7804869413375854,0.5920307040214539,0.5600445866584778,1.3231263160705566,20250613_200302
0.7778048515319824,0.6006577014923096,0.569100022315979,1.2978215217590332,20250613_200302
0.7792329788208008,0.6004336476325989,0.5551685690879822,1.4380491971969604,20250613_200302
0.7811836004257202,0.5921810269355774,0.5789913535118103,1.28432297706604,20250613_200302
0.787244439125061,0.5748342275619507,0.5756478309631348,1.3108125925064087,20250613_200302
0.7853983044624329,0.5756297707557678,0.561437726020813,1.416396975517273,20250613_200302
0.7922254204750061,0.5613498687744141,0.5781554579734802,1.2963688373565674,20250613_200302
0.7905535101890564,0.5601653456687927,0.5745332837104797,1.3003472089767456,20250613_200302
0.7877668738365173,0.5693403482437134,0.5826135277748108,1.316724181175232,20250613_200302
0.7858163118362427,0.5793769955635071,0.5514070987701416,1.46128249168396,20250613_200302
0.7829948663711548,0.5861334204673767,0.583588719367981,1.2555915117263794,20250613_200302
0.7902747988700867,0.5674856305122375,0.5855391621589661,1.3289297819137573,20250613_200302
0.794768214225769,0.5516027808189392,0.5739760398864746,1.3392456769943237,20250613_200302
0.7970322966575623,0.5501410365104675,0.5704931616783142,1.2913193702697754,20250613_200302
0.7984604239463806,0.553400456905365,0.5872108936309814,1.2632523775100708,20250613_200302
0.8030234575271606,0.5412179231643677,0.5808024406433105,1.302316427230835,20250613_200302
0.7997143864631653,0.5440893769264221,0.5872108936309814,1.3308051824569702,20250613_200302
0.8008986711502075,0.5380867123603821,0.5809417963027954,1.327401041984558,20250613_200302
0.8015256524085999,0.5353105664253235,0.5894399285316467,1.3065686225891113,20250613_200302
0.8112090229988098,0.5162574052810669,0.5814990401268005,1.46536386013031,20250613_200302
0.8117663264274597,0.5131219625473022,0.5877681970596313,1.3187474012374878,20250613_200302
0.8056358695030212,0.5251356959342957,0.5775982141494751,1.3195674419403076,20250613_200302
0.797624409198761,0.5473004579544067,0.5823349356651306,1.3854793310165405,20250613_200302
0.810373067855835,0.5128994584083557,0.5681248307228088,1.3287984132766724,20250613_200302
0.816155195236206,0.49980172514915466,0.5865143537521362,1.3125786781311035,20250613_200302
0.8132989406585693,0.5025923252105713,0.5849819183349609,1.3436702489852905,20250613_200302
0.8150057196617126,0.5018849968910217,0.5852605104446411,1.3023427724838257,20250613_200302
0.8058100342750549,0.525152862071991,0.585121214389801,1.2944642305374146,20250613_200302
0.8102685809135437,0.5105568766593933,0.5866536498069763,1.314809799194336,20250613_200302
0.8155282139778137,0.5005413293838501,0.5856784582138062,1.2928745746612549,20250613_200302
0.8159114122390747,0.49845439195632935,0.5863750576972961,1.342677116394043,20250613_200302
0.808213472366333,0.5183650255203247,0.5820562839508057,1.3630388975143433,20250613_200302
0.8096067309379578,0.5105729699134827,0.5808024406433105,1.4077167510986328,20250613_200302
0.8146922588348389,0.5021196603775024,0.5788520574569702,1.335691213607788,20250613_200302
0.8169215321540833,0.4954867362976074,0.5862357020378113,1.3084529638290405,20250613_200302
0.8112787008285522,0.5035679340362549,0.5730008482933044,1.329471230506897,20250613_200302
0.8173395395278931,0.4927714765071869,0.5887433886528015,1.3976776599884033,20250613_200302
0.8253509402275085,0.4735657572746277,0.584703266620636,1.395178198814392,20250613_200302
0.8219025135040283,0.4838097095489502,0.5766230225563049,1.4609812498092651,20250613_200302
0.8141697645187378,0.5158617496490479,0.5780161619186401,1.3333148956298828,20250613_200302
0.827998161315918,0.46871861815452576,0.5764837265014648,1.3600385189056396,20250613_200302
